RATE,SUCTION_PRESSURE,DISCHARGE_PRESSURE,FUEL,POWER
2400000,15,210,102182,1
2600000,15,210,105820,1
2800000,15,210,110329,1
3000000,15,210,115689,1
3200000,15,210,120903,1
3400000,15,210,124915,1
3600000,15,210,128922,1
3625000,15,210,129351,1
3650000,15,210,129782,1
3675000,15,210,130285,1
3700000,15,210,130816,1
3725000,15,210,131384,1
3750000,15,210,132054,1
3775000,15,210,132729,1
3800000,15,210,133408,1
3825000,15,210,134064,1
3850000,15,210,134699,1
3875000,15,210,135501,1
3900000,15,210,136297,1
3925000,15,210,137093,1
3950000,15,210,137879,1
3975000,15,210,138653,1
4000000,15,210,139349,1
4025000,15,210,140047,1
4050000,15,210,140704,1
4075000,15,210,141333,1
4100000,15,210,141991,1
4125000,15,210,142713,1
4150000,15,210,143515,1
4175000,15,210,144333,1
4200000,15,210,145165,1
4225000,15,210,145993,1
4250000,15,210,146787,1
4275000,15,210,147603,1
4300000,15,210,148439,1
4325000,15,210,149613,1
4350000,15,210,151033,1
4375000,15,210,152567,1
4400000,15,210,154276,1
4400000,15,210,204712,1
4500000,15,210,206422,1
4600000,15,210,208234,1
4700000,15,210,210017,1
4800000,15,210,211880,1
4900000,15,210,213847,1
5000000,15,210,215415,1
5100000,15,210,217364,1
5200000,15,210,219237,1
5300000,15,210,221271,1
5400000,15,210,223196,1
5500000,15,210,225351,1
5600000,15,210,227910,1
5700000,15,210,230533,1
5800000,15,210,233253,1
5900000,15,210,235860,1
6000000,15,210,238306,1
6100000,15,210,240867,1
6200000,15,210,243176,1
6300000,15,210,245386,1
6400000,15,210,247261,1
6500000,15,210,249429,1
6600000,15,210,251275,1
6700000,15,210,253190,1
6800000,15,210,255230,1
6900000,15,210,257179,1
7000000,15,210,259016,1
7100000,15,210,260759,1
7200000,15,210,262994,1
7300000,15,210,265706,1
7400000,15,210,268413,1
7500000,15,210,270860,1
7600000,15,210,273511,1
7700000,15,210,276189,1
7800000,15,210,279405,1
7900000,15,210,282608,1
8000000,15,210,285356,1
8100000,15,210,288492,1
8200000,15,210,292038,1
8300000,15,210,295469,1
8400000,15,210,299038,1
0,16,210,0,0
100000,16,210,101067,1
1000000,16,210,101067,1
1200000,16,210,101094,1
1400000,16,210,101086,1
1600000,16,210,101080,1
1800000,16,210,101067,1
2000000,16,210,101060,1
2200000,16,210,101049,1
2400000,16,210,101550,1
2600000,16,210,105153,1
2800000,16,210,108659,1
3000000,16,210,113376,1
3200000,16,210,118513,1
3400000,16,210,123606,1
3600000,16,210,127531,1
3800000,16,210,131250,1
3850000,16,210,132029,1
3900000,16,210,132893,1
3950000,16,210,133944,1
4000000,16,210,135269,1
4050000,16,210,136588,1
4100000,16,210,137977,1
4150000,16,210,139677,1
4200000,16,210,141460,1
4250000,16,210,143225,1
4300000,16,210,144841,1
4350000,16,210,146531,1
4400000,16,210,148409,1
4450000,16,210,150301,1
4500000,16,210,152344,1
4550000,16,210,154520,1
4600000,16,210,206596,1
4700000,16,210,208630,1
4800000,16,210,210294,1
4900000,16,210,212254,1
5000000,16,210,214015,1
5100000,16,210,215784,1
5200000,16,210,217506,1
5300000,16,210,219148,1
5400000,16,210,221038,1
5500000,16,210,222887,1
5600000,16,210,224810,1
5700000,16,210,226746,1
5800000,16,210,228476,1
5900000,16,210,231070,1
6000000,16,210,233605,1
6100000,16,210,236335,1
6200000,16,210,238915,1
6300000,16,210,241497,1
6400000,16,210,243951,1
6500000,16,210,246354,1
6600000,16,210,248542,1
6700000,16,210,250447,1
6800000,16,210,252212,1
6900000,16,210,254419,1
7000000,16,210,256469,1
7100000,16,210,258261,1
7200000,16,210,259988,1
7300000,16,210,261868,1
7400000,16,210,263556,1
7500000,16,210,265234,1
7600000,16,210,267243,1
7700000,16,210,269355,1
7800000,16,210,272015,1
7900000,16,210,274774,1
8000000,16,210,277710,1
8100000,16,210,280547,1
8200000,16,210,283416,1
8300000,16,210,286946,1
8400000,16,210,290798,1
0,12,220,0,0
100000,12,220,104371,1
1000000,12,220,104371,1
1100000,12,220,104389,1
1200000,12,220,104377,1
1300000,12,220,104373,1
1400000,12,220,104369,1
1500000,12,220,104364,1
1600000,12,220,104359,1
1700000,12,220,104354,1
1800000,12,220,104350,1
1900000,12,220,104343,1
2000000,12,220,104875,1
2100000,12,220,105903,1
2200000,12,220,106950,1
2300000,12,220,108466,1
2400000,12,220,111363,1
2500000,12,220,114082,1
2600000,12,220,116654,1
2700000,12,220,119174,1
2800000,12,220,121779,1
2900000,12,220,124348,1
3000000,12,220,126836,1
3100000,12,220,129438,1
3200000,12,220,131743,1
3300000,12,220,134018,1
3400000,12,220,136786,1
3425000,12,220,137692,1
3450000,12,220,138562,1
3475000,12,220,139416,1
3500000,12,220,140204,1
3525000,12,220,141050,1
3550000,12,220,141991,1
3575000,12,220,142919,1
3600000,12,220,143794,1
3625000,12,220,144628,1
3650000,12,220,145525,1
3675000,12,220,146488,1
3700000,12,220,147494,1
3720000,12,220,148396,1
3745000,12,220,149760,1
3770000,12,220,151112,1
3795000,12,220,152540,1
3820000,12,220,153941,1
3845000,12,220,155131,1
3870000,12,220,156338,1
3895000,12,220,157880,1
3920000,12,220,159668,1
3945000,12,220,161476,1
3970000,12,220,163432,1
3975000,12,220,209505,1
4000000,12,220,209581,1
4025000,12,220,210010,1
4050000,12,220,210099,1
4075000,12,220,210537,1
4100000,12,220,210627,1
4000000,12,220,209747,1
4100000,12,220,210796,1
4200000,12,220,211695,1
4300000,12,220,212718,1
4400000,12,220,214054,1
4500000,12,220,215024,1
4600000,12,220,217024,1
4700000,12,220,219890,1
4800000,12,220,222734,1
4900000,12,220,225427,1
5000000,12,220,228145,1
5100000,12,220,230872,1
5200000,12,220,233296,1
5300000,12,220,235792,1
5400000,12,220,238350,1
5500000,12,220,240872,1
5600000,12,220,243551,1
5700000,12,220,246173,1
5800000,12,220,248684,1
5900000,12,220,251124,1
6000000,12,220,253660,1
6100000,12,220,256101,1
6200000,12,220,258907,1
6300000,12,220,261237,1
6400000,12,220,263474,1
6500000,12,220,265775,1
6600000,12,220,268068,1
6700000,12,220,270465,1
6800000,12,220,273680,1
6900000,12,220,277152,1
7000000,12,220,280441,1
7100000,12,220,283988,1
7200000,12,220,287614,1
7300000,12,220,291141,1
7500000,12,220,300096,1
7525000,12,220,301497,1
7550000,12,220,302884,1
7575000,12,220,304299,1
7600000,12,220,305719,1
7625000,12,220,307162,1
7650000,12,220,308484,1
7675000,12,220,309582,1
0,13,220,0,0
100000,13,220,104337,1
1000000,13,220,104337,1
1100000,13,220,104341,1
1200000,13,220,104337,1
1300000,13,220,104330,1
1400000,13,220,104322,1
1500000,13,220,104318,1
1600000,13,220,104310,1
1700000,13,220,104305,1
1800000,13,220,104300,1
1900000,13,220,104296,1
2000000,13,220,104392,1
2100000,13,220,105310,1
2200000,13,220,106318,1
2300000,13,220,107347,1
2400000,13,220,109213,1
2500000,13,220,111824,1
2600000,13,220,114595,1
2700000,13,220,117007,1
2800000,13,220,119477,1
2900000,13,220,121727,1
3000000,13,220,124015,1
3100000,13,220,126483,1
3200000,13,220,128903,1
3300000,13,220,131285,1
3400000,13,220,133952,1
3500000,13,220,136276,1
3600000,13,220,138805,1
3700000,13,220,141479,1
3720000,13,220,142405,1
3745000,13,220,143589,1
3770000,13,220,144762,1
3795000,13,220,145912,1
3820000,13,220,146994,1
3845000,13,220,148119,1
3870000,13,220,149219,1
3895000,13,220,150307,1
3920000,13,220,151252,1
3945000,13,220,152409,1
3970000,13,220,153932,1
3995000,13,220,208972,1
4020000,13,220,208977,1
4045000,13,220,209000,1
4070000,13,220,209068,1
4095000,13,220,209257,1
4100000,13,220,209272,1
4200000,13,220,210524,1
4300000,13,220,211613,1
4400000,13,220,212600,1
4500000,13,220,213608,1
4600000,13,220,214675,1
4700000,13,220,216479,1
4800000,13,220,218411,1
4900000,13,220,220857,1
5000000,13,220,223658,1
5100000,13,220,226447,1
5200000,13,220,229190,1
5300000,13,220,231820,1
5400000,13,220,234121,1
5500000,13,220,236459,1
5600000,13,220,238926,1
5700000,13,220,241337,1
5800000,13,220,243475,1
5900000,13,220,245672,1
6000000,13,220,248007,1
6100000,13,220,250485,1
6200000,13,220,252965,1
6300000,13,220,255353,1
6400000,13,220,257792,1
6500000,13,220,260252,1
6600000,13,220,262504,1
6700000,13,220,265106,1
6800000,13,220,267856,1
6900000,13,220,270374,1
7000000,13,220,272575,1
7100000,13,220,274965,1
7200000,13,220,277507,1
7300000,13,220,279906,1
7400000,13,220,282957,1
7500000,13,220,287662,1
7600000,13,220,292380,1
7700000,13,220,296716,1
7800000,13,220,301183,1
7900000,13,220,305561,1
8000000,13,220,311942,1
0,14,220,0,0
100000,14,220,104365,1
1000000,14,220,104365,1
1100000,14,220,104391,1
1200000,14,220,104388,1
1300000,14,220,104385,1
1400000,14,220,104375,1
1500000,14,220,104372,1
1600000,14,220,104364,1
1700000,14,220,104359,1
1800000,14,220,104355,1
1900000,14,220,104351,1
2000000,14,220,104345,1
2100000,14,220,104597,1
2200000,14,220,105578,1
2300000,14,220,106556,1
2400000,14,220,108351,1
2500000,14,220,110242,1
2600000,14,220,112255,1
2700000,14,220,114962,1
2800000,14,220,117561,1
2900000,14,220,119896,1
3000000,14,220,122188,1
3100000,14,220,124033,1
3200000,14,220,126210,1
3300000,14,220,128472,1
3400000,14,220,130773,1
3500000,14,220,133178,1
3600000,14,220,135788,1
3700000,14,220,138599,1
3800000,14,220,141183,1
3900000,14,220,143993,1
4000000,14,220,147582,1
4025000,14,220,149010,1
4050000,14,220,150462,1
4075000,14,220,151983,1
4100000,14,220,153726,1
4125000,14,220,208760,1
4150000,14,220,208770,1
4175000,14,220,208802,1
4200000,14,220,209196,1
4225000,14,220,209252,1
4250000,14,220,209873,1
4300000,14,220,210011,1
4400000,14,220,211354,1
4500000,14,220,212474,1
4600000,14,220,213291,1
4700000,14,220,214929,1
4800000,14,220,216717,1
4900000,14,220,218427,1
5000000,14,220,220494,1
5100000,14,220,222396,1
5200000,14,220,224511,1
5300000,14,220,227226,1
5400000,14,220,229933,1
5500000,14,220,232604,1
5600000,14,220,235123,1
5700000,14,220,237541,1
5800000,14,220,239753,1
5900000,14,220,241906,1
6000000,14,220,244375,1
6100000,14,220,246332,1
6200000,14,220,248053,1
6300000,14,220,250573,1
6400000,14,220,252413,1
6500000,14,220,254466,1
6600000,14,220,256928,1
6700000,14,220,259263,1
6800000,14,220,261586,1
6900000,14,220,264048,1
7000000,14,220,266265,1
7100000,14,220,268783,1
7200000,14,220,271517,1
7300000,14,220,274543,1
7400000,14,220,277217,1
7500000,14,220,279595,1
7600000,14,220,282313,1
7700000,14,220,285152,1
7800000,14,220,287971,1
7900000,14,220,291166,1
8000000,14,220,295194,1
8100000,14,220,301118,1
8200000,14,220,307478,1
8300000,14,220,313596,1
0,15,220,0,0
100000,15,220,104265,1
1000000,15,220,104265,1
1200000,15,220,104281,1
1400000,15,220,104273,1
1600000,15,220,104264,1
1800000,15,220,104259,1
2000000,15,220,104247,1
2200000,15,220,104854,1
2400000,15,220,107624,1
2600000,15,220,111186,1
2800000,15,220,115289,1
3000000,15,220,120300,1
3200000,15,220,124783,1
3400000,15,220,128550,1
3600000,15,220,132585,1
3625000,15,220,133153,1
3650000,15,220,133723,1
3675000,15,220,134377,1
3700000,15,220,135052,1
3725000,15,220,135742,1
3750000,15,220,136422,1
3775000,15,220,137079,1
3800000,15,220,137718,1
3825000,15,220,138360,1
3850000,15,220,139025,1
3875000,15,220,139859,1
3900000,15,220,140719,1
3925000,15,220,141563,1
3950000,15,220,142406,1
3975000,15,220,143177,1
4000000,15,220,143852,1
4025000,15,220,144571,1
4050000,15,220,145321,1
4075000,15,220,146186,1
4100000,15,220,147129,1
4125000,15,220,148102,1
4150000,15,220,149105,1
4175000,15,220,150121,1
4200000,15,220,151090,1
4225000,15,220,152057,1
4250000,15,220,153012,1
4275000,15,220,154047,1
4300000,15,220,209044,1
4325000,15,220,209104,1
4350000,15,220,209149,1
4375000,15,220,209746,1
4400000,15,220,209806,1
4400000,15,220,209806,1
4500000,15,220,210732,1
4600000,15,220,211996,1
4700000,15,220,213313,1
4800000,15,220,215265,1
4900000,15,220,217052,1
5000000,15,220,218826,1
5100000,15,220,220590,1
5200000,15,220,222372,1
5300000,15,220,224243,1
5400000,15,220,226094,1
5500000,15,220,228096,1
5600000,15,220,230581,1
5700000,15,220,233085,1
5800000,15,220,235708,1
5900000,15,220,238173,1
6000000,15,220,240597,1
6100000,15,220,242894,1
6200000,15,220,245119,1
6300000,15,220,247369,1
6400000,15,220,249579,1
6500000,15,220,251532,1
6600000,15,220,253058,1
6700000,15,220,255025,1
6800000,15,220,257106,1
6900000,15,220,259139,1
7000000,15,220,261108,1
7100000,15,220,262953,1
7200000,15,220,265166,1
7300000,15,220,267529,1
7400000,15,220,270099,1
7500000,15,220,272931,1
7600000,15,220,275420,1
7700000,15,220,278079,1
7800000,15,220,281467,1
7900000,15,220,284923,1
8000000,15,220,287717,1
8100000,15,220,290660,1
8200000,15,220,294299,1
8300000,15,220,298192,1
8400000,15,220,302093,1
0,16,220,0,0
100000,16,220,104153,1
1000000,16,220,104153,1
1200000,16,220,104266,1
1400000,16,220,104260,1
1600000,16,220,104250,1
1800000,16,220,104242,1
2000000,16,220,104230,1
2200000,16,220,104221,1
2400000,16,220,106912,1
2600000,16,220,110403,1
2800000,16,220,113909,1
3000000,16,220,118062,1
3200000,16,220,122927,1
3400000,16,220,127194,1
3600000,16,220,130932,1
3800000,16,220,134475,1
3850000,16,220,135584,1
3900000,16,220,137052,1
3950000,16,220,138379,1
4000000,16,220,139769,1
4050000,16,220,141237,1
4100000,16,220,142818,1
4150000,16,220,144697,1
4200000,16,220,146703,1
4250000,16,220,148640,1
4300000,16,220,150609,1
4350000,16,220,152840,1
4400000,16,220,155222,1
4450000,16,220,209003,1
4500000,16,220,209453,1
4550000,16,220,209898,1
4600000,16,220,210346,1
4700000,16,220,212022,1
4800000,16,220,213750,1
4900000,16,220,215615,1
5000000,16,220,217383,1
5100000,16,220,219041,1
5200000,16,220,220763,1
5300000,16,220,222489,1
5400000,16,220,224198,1
5500000,16,220,226080,1
5600000,16,220,227802,1
5700000,16,220,229633,1
5800000,16,220,231431,1
5900000,16,220,233742,1
6000000,16,220,236088,1
6100000,16,220,238529,1
6200000,16,220,241137,1
6300000,16,220,243564,1
6400000,16,220,245774,1
6500000,16,220,248249,1
6600000,16,220,250489,1
6700000,16,220,252500,1
6800000,16,220,254378,1
6900000,16,220,256363,1
7000000,16,220,258315,1
7100000,16,220,260011,1
7200000,16,220,261834,1
7300000,16,220,263764,1
7400000,16,220,265593,1
7500000,16,220,267357,1
7600000,16,220,268952,1
7700000,16,220,271168,1
7800000,16,220,274105,1
7900000,16,220,276758,1
8000000,16,220,279538,1
8100000,16,220,282474,1
8200000,16,220,285635,1
8300000,16,220,289394,1
8400000,16,220,293408,1
0,12,230,0,0
100000,12,230,107296,1
1000000,12,230,107296,1
1100000,12,230,107306,1
1200000,12,230,107300,1
1300000,12,230,107295,1
1400000,12,230,107291,1
1500000,12,230,107287,1
1600000,12,230,107282,1
1700000,12,230,107277,1
1800000,12,230,107273,1
1900000,12,230,107268,1
2000000,12,230,107276,1
2100000,12,230,108330,1
2200000,12,230,109416,1
2300000,12,230,110659,1
2400000,12,230,112729,1
2500000,12,230,115342,1
2600000,12,230,117881,1
2700000,12,230,120421,1
2800000,12,230,122953,1
2900000,12,230,125486,1
3000000,12,230,127855,1
3100000,12,230,130447,1
3200000,12,230,132821,1
3300000,12,230,134969,1
3400000,12,230,137936,1
3425000,12,230,138847,1
3450000,12,230,139731,1
3475000,12,230,140605,1
3500000,12,230,141437,1
3525000,12,230,142207,1
3550000,12,230,143087,1
3575000,12,230,144007,1
3600000,12,230,144968,1
3625000,12,230,145916,1
3650000,12,230,147015,1
3675000,12,230,148076,1
3700000,12,230,149222,1
3725000,12,230,150492,1
3750000,12,230,151808,1
3770000,12,230,152739,1
3795000,12,230,153952,1
3820000,12,230,214525,1
3845000,12,230,214531,1
3870000,12,230,214531,1
3895000,12,230,214530,1
3920000,12,230,214529,1
3945000,12,230,214529,1
3970000,12,230,214529,1
3995000,12,230,214537,1
4020000,12,230,215010,1
4045000,12,230,215087,1
4070000,12,230,215499,1
4095000,12,230,215580,1
4120000,12,230,216008,1
4000000,12,230,214795,1
4100000,12,230,215585,1
4200000,12,230,216939,1
4300000,12,230,217825,1
4400000,12,230,218833,1
4500000,12,230,219874,1
4600000,12,230,221461,1
4700000,12,230,223361,1
4800000,12,230,225301,1
4900000,12,230,228051,1
5000000,12,230,230748,1
5100000,12,230,233275,1
5200000,12,230,235762,1
5300000,12,230,238321,1
5400000,12,230,240831,1
5500000,12,230,243308,1
5600000,12,230,245902,1
5700000,12,230,248489,1
5800000,12,230,250965,1
5900000,12,230,253349,1
6000000,12,230,255756,1
6100000,12,230,258171,1
6200000,12,230,260907,1
6300000,12,230,263359,1
6400000,12,230,265586,1
6500000,12,230,267805,1
6600000,12,230,269924,1
6700000,12,230,272432,1
6800000,12,230,275871,1
6900000,12,230,279559,1
7000000,12,230,282884,1
7100000,12,230,286205,1
7200000,12,230,290032,1
7300000,12,230,294124,1
7500000,12,230,303669,1
7525000,12,230,304951,1
7550000,12,230,306035,1
7575000,12,230,307214,1
7600000,12,230,308573,1
7625000,12,230,310152,1
7650000,12,230,311801,1
7675000,12,230,313402,1
0,13,230,0,0
100000,13,230,107400,1
1000000,13,230,107400,1
1100000,13,230,107415,1
1200000,13,230,107411,1
1300000,13,230,107406,1
1400000,13,230,107401,1
1500000,13,230,107394,1
1600000,13,230,107389,1
1700000,13,230,107385,1
1800000,13,230,107381,1
1900000,13,230,107377,1
2000000,13,230,107372,1
2100000,13,230,107873,1
2200000,13,230,108803,1
2300000,13,230,109777,1
2400000,13,230,110854,1
2500000,13,230,113143,1
2600000,13,230,115821,1
2700000,13,230,118282,1
2800000,13,230,120687,1
2900000,13,230,122885,1
3000000,13,230,125186,1
3100000,13,230,127601,1
3200000,13,230,129918,1
3300000,13,230,132357,1
3400000,13,230,134917,1
3500000,13,230,137377,1
3600000,13,230,139870,1
3700000,13,230,142892,1
3720000,13,230,143741,1
3745000,13,230,144796,1
3770000,13,230,145907,1
3795000,13,230,147154,1
3820000,13,230,148344,1
3845000,13,230,149610,1
3870000,13,230,150848,1
3895000,13,230,152058,1
3920000,13,230,153280,1
3945000,13,230,154418,1
3970000,13,230,214737,1
3995000,13,230,214736,1
4020000,13,230,214737,1
4045000,13,230,214737,1
4070000,13,230,214736,1
4095000,13,230,214736,1
4100000,13,230,214736,1
4200000,13,230,215641,1
4300000,13,230,216642,1
4400000,13,230,217604,1
4500000,13,230,218580,1
4600000,13,230,219544,1
4700000,13,230,220547,1
4800000,13,230,221565,1
4900000,13,230,223647,1
5000000,13,230,226300,1
5100000,13,230,228973,1
5200000,13,230,231652,1
5300000,13,230,234135,1
5400000,13,230,236562,1
5500000,13,230,238883,1
5600000,13,230,241383,1
5700000,13,230,243633,1
5800000,13,230,245782,1
5900000,13,230,247999,1
6000000,13,230,250373,1
6100000,13,230,252800,1
6200000,13,230,255197,1
6300000,13,230,257520,1
6400000,13,230,259791,1
6500000,13,230,262281,1
6600000,13,230,264676,1
6700000,13,230,267251,1
6800000,13,230,269866,1
6900000,13,230,272046,1
7000000,13,230,274764,1
7100000,13,230,277047,1
7200000,13,230,279693,1
7300000,13,230,282264,1
7400000,13,230,285780,1
7500000,13,230,290058,1
7600000,13,230,294875,1
7700000,13,230,299743,1
7800000,13,230,304691,1
7900000,13,230,309560,1
8000000,13,230,315357,1
0,14,230,0,0
100000,14,230,107441,1
1000000,14,230,107441,1
1100000,14,230,107467,1
1200000,14,230,107464,1
1300000,14,230,107460,1
1400000,14,230,107455,1
1500000,14,230,107447,1
1600000,14,230,107440,1
1700000,14,230,107435,1
1800000,14,230,107432,1
1900000,14,230,107428,1
2000000,14,230,107424,1
2100000,14,230,107419,1
2200000,14,230,108198,1
2300000,14,230,109158,1
2400000,14,230,110084,1
2500000,14,230,111730,1
2600000,14,230,113621,1
2700000,14,230,116199,1
2800000,14,230,118772,1
2900000,14,230,121075,1
3000000,14,230,123286,1
3100000,14,230,125452,1
3200000,14,230,127344,1
3300000,14,230,129570,1
3400000,14,230,131864,1
3500000,14,230,134258,1
3600000,14,230,136691,1
3700000,14,230,139689,1
3800000,14,230,142309,1
3900000,14,230,145340,1
