RATE,SUCTION_PRESSURE,DISCHARGE_PRESSURE,FUEL,POWER
4000000,14,230,148965,1
4025000,14,230,150575,1
4050000,14,230,152209,1
4075000,14,230,153821,1
4100000,14,230,214756,1
4125000,14,230,214764,1
4150000,14,230,214761,1
4175000,14,230,214761,1
4200000,14,230,214761,1
4225000,14,230,214761,1
4250000,14,230,214761,1
4300000,14,230,215066,1
4400000,14,230,216565,1
4500000,14,230,217377,1
4600000,14,230,218327,1
4700000,14,230,219263,1
4800000,14,230,220203,1
4900000,14,230,221514,1
5000000,14,230,223473,1
5100000,14,230,225330,1
5200000,14,230,227238,1
5300000,14,230,229780,1
5400000,14,230,232397,1
5500000,14,230,235042,1
5600000,14,230,237539,1
5700000,14,230,239929,1
5800000,14,230,242156,1
5900000,14,230,244201,1
6000000,14,230,246574,1
6100000,14,230,248506,1
6200000,14,230,250854,1
6300000,14,230,252631,1
6400000,14,230,254702,1
6500000,14,230,256753,1
6600000,14,230,259120,1
6700000,14,230,261488,1
6800000,14,230,263771,1
6900000,14,230,266175,1
7000000,14,230,268614,1
7100000,14,230,270965,1
7200000,14,230,273277,1
7300000,14,230,276596,1
7400000,14,230,279427,1
7500000,14,230,281885,1
7600000,14,230,284605,1
7700000,14,230,287689,1
7800000,14,230,290647,1
7900000,14,230,293459,1
8000000,14,230,297927,1
8100000,14,230,304491,1
8200000,14,230,311138,1
8300000,14,230,317842,1
0,15,230,0,0
100000,15,230,107360,1
1000000,15,230,107360,1
1200000,15,230,107378,1
1400000,15,230,107371,1
1600000,15,230,107364,1
1800000,15,230,107353,1
2000000,15,230,107342,1
2200000,15,230,107487,1
2400000,15,230,109454,1
2600000,15,230,112719,1
2800000,15,230,116539,1
3000000,15,230,121460,1
3200000,15,230,125779,1
3400000,15,230,129457,1
3600000,15,230,133714,1
3625000,15,230,134283,1
3650000,15,230,134884,1
3675000,15,230,135543,1
3700000,15,230,136131,1
3725000,15,230,136702,1
3750000,15,230,137313,1
3775000,15,230,138018,1
3800000,15,230,138702,1
3825000,15,230,139404,1
3850000,15,230,140098,1
3875000,15,230,140951,1
3900000,15,230,141836,1
3925000,15,230,142672,1
3950000,15,230,143532,1
3975000,15,230,144367,1
4000000,15,230,145118,1
4025000,15,230,145907,1
4050000,15,230,146726,1
4075000,15,230,147589,1
4100000,15,230,148465,1
4125000,15,230,149306,1
4150000,15,230,150330,1
4175000,15,230,151419,1
4200000,15,230,152536,1
4225000,15,230,153649,1
4250000,15,230,214622,1
4275000,15,230,214633,1
4300000,15,230,214633,1
4325000,15,230,214633,1
4350000,15,230,214633,1
4375000,15,230,214633,1
4400000,15,230,214846,1
4400000,15,230,214846,1
4500000,15,230,215989,1
4600000,15,230,216936,1
4700000,15,230,217811,1
4800000,15,230,218702,1
4900000,15,230,220341,1
5000000,15,230,222076,1
5100000,15,230,223720,1
5200000,15,230,225438,1
5300000,15,230,227164,1
5400000,15,230,229023,1
5500000,15,230,230759,1
5600000,15,230,233081,1
5700000,15,230,235596,1
5800000,15,230,238122,1
5900000,15,230,240573,1
6000000,15,230,242930,1
6100000,15,230,245126,1
6200000,15,230,247317,1
6300000,15,230,249247,1
6400000,15,230,251550,1
6500000,15,230,253841,1
6600000,15,230,255196,1
6700000,15,230,256975,1
6800000,15,230,258984,1
6900000,15,230,260980,1
7000000,15,230,263092,1
7100000,15,230,265216,1
7200000,15,230,267489,1
7300000,15,230,269767,1
7400000,15,230,272273,1
7500000,15,230,274629,1
7600000,15,230,277458,1
7700000,15,230,280188,1
7800000,15,230,283792,1
7900000,15,230,287191,1
8000000,15,230,290255,1
8100000,15,230,293498,1
8200000,15,230,297096,1
8300000,15,230,300653,1
8400000,15,230,305054,1
0,16,230,0,0
100000,16,230,107366,1
1000000,16,230,107366,1
1200000,16,230,107363,1
1400000,16,230,107357,1
1600000,16,230,107351,1
1800000,16,230,107339,1
2000000,16,230,107333,1
2200000,16,230,107322,1
2400000,16,230,108868,1
2600000,16,230,111994,1
2800000,16,230,115349,1
3000000,16,230,119309,1
3200000,16,230,123981,1
3400000,16,230,128223,1
3600000,16,230,131819,1
3800000,16,230,135617,1
3850000,16,230,136621,1
3900000,16,230,137942,1
3950000,16,230,139390,1
4000000,16,230,140887,1
4050000,16,230,142351,1
4100000,16,230,143885,1
4150000,16,230,145912,1
4200000,16,230,148084,1
4250000,16,230,150198,1
4300000,16,230,152084,1
4350000,16,230,154402,1
4400000,16,230,214681,1
4450000,16,230,214683,1
4500000,16,230,214744,1
4550000,16,230,214902,1
4600000,16,230,215492,1
4700000,16,230,216653,1
4800000,16,230,217637,1
4900000,16,230,218944,1
5000000,16,230,220574,1
5100000,16,230,222218,1
5200000,16,230,223848,1
5300000,16,230,225603,1
5400000,16,230,227314,1
5500000,16,230,228913,1
5600000,16,230,230714,1
5700000,16,230,232545,1
5800000,16,230,234189,1
5900000,16,230,236272,1
6000000,16,230,238612,1
6100000,16,230,240954,1
6200000,16,230,243368,1
6300000,16,230,245689,1
6400000,16,230,247961,1
6500000,16,230,250137,1
6600000,16,230,252206,1
6700000,16,230,254396,1
6800000,16,230,256455,1
6900000,16,230,258487,1
7000000,16,230,260181,1
7100000,16,230,261783,1
7200000,16,230,263634,1
7300000,16,230,265608,1
7400000,16,230,267544,1
7500000,16,230,269499,1
7600000,16,230,271243,1
7700000,16,230,273243,1
7800000,16,230,275885,1
7900000,16,230,278779,1
8000000,16,230,281773,1
8100000,16,230,284701,1
8200000,16,230,287771,1
8300000,16,230,291823,1
8400000,16,230,296167,1
